,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU4080,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4081,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU4082,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4083,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU4084,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU4085,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4086,k__Bacteria,p__Armatimonadetes,c__Chthonomonadetes,o__Chthonomonadales,f__Chthonomonadaceae,g__Chthonomonas/Armatimonadetes_gp3,Unclassified
OTU4087,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4088,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,Unclassified
OTU4089,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4090,k__Bacteria,p__Acidobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4091,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU4092,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU4093,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae_1,Unclassified,Unclassified
OTU4094,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4095,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,Unclassified,Unclassified,Unclassified
OTU4096,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU4097,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Singulisphaera,Unclassified
OTU4098,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4099,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp15,Unclassified,Unclassified,g__Gp15,Unclassified
OTU4100,k__Bacteria,p__Planctomycetes,c__Planctomycetia,Unclassified,Unclassified,Unclassified,Unclassified
OTU4101,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4102,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4103,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4104,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU4105,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4106,k__Bacteria,p__Cyanobacteria/Chloroplast,c__Chloroplast,Unclassified,f__Chloroplast,Unclassified,Unclassified
OTU4107,k__Bacteria,p__Cyanobacteria/Chloroplast,c__Cyanobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4108,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4109,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,Unclassified,Unclassified
OTU4110,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae,g__Actinopolymorpha,Unclassified
OTU4111,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Zavarzinella,Unclassified
OTU4112,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU4113,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU4114,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Chloroflexaceae,g__Roseiflexus,Unclassified
OTU4115,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4116,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU4117,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU4118,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU4119,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4120,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU4121,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4122,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU4123,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4124,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,Unclassified
OTU4125,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4126,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU4127,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4128,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,Unclassified
OTU4129,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Azonexus,Unclassified
OTU4130,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU4131,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,Unclassified
OTU4132,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp16,Unclassified,Unclassified,g__Gp16,Unclassified
OTU4133,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU4134,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfonatronaceae,g__Desulfonatronum,Unclassified
OTU4135,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU4136,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU4137,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp5,Unclassified,Unclassified,g__Gp5,Unclassified
OTU4138,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU4139,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4140,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,Unclassified,Unclassified
OTU4141,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4142,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4143,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,g__Gp3,Unclassified
OTU4144,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU4145,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU4146,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4147,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__Fluviicola,Unclassified
OTU4148,k__Bacteria,p__Armatimonadetes,Unclassified,Unclassified,Unclassified,g__Armatimonadetes_gp5,Unclassified
OTU4149,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4150,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__Panacagrimonas,Unclassified
OTU4151,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU4152,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4153,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4154,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,g__Taibaiella,Unclassified
OTU4155,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4156,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU4157,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4158,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,Unclassified,Unclassified
OTU4159,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4160,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,g__Opitutus,Unclassified
OTU4161,k__Bacteria,p__Cyanobacteria/Chloroplast,c__Chloroplast,Unclassified,f__Chloroplast,g__Streptophyta,Unclassified
OTU4162,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae_1,g__Paenibacillus,Unclassified
OTU4163,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4164,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4165,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,g__Taibaiella,Unclassified
OTU4166,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,Unclassified,Unclassified
OTU4167,k__Bacteria,p__Verrucomicrobia,c__Subdivision3,Unclassified,Unclassified,g__Subdivision3_genera_incertae_sedis,Unclassified
OTU4168,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidimicrobiales,Unclassified,Unclassified,Unclassified
OTU4169,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU4170,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Oscillochloridaceae,g__Oscillochloris,Unclassified
OTU4171,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4172,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU4173,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_incertae_sedis,Unclassified,g__Methylonatrum,Unclassified
OTU4174,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidimicrobiales,Unclassified,Unclassified,Unclassified
OTU4175,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,Unclassified
OTU4176,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4177,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU4178,k__Bacteria,p__Verrucomicrobia,c__Spartobacteria,Unclassified,Unclassified,g__Spartobacteria_genera_incertae_sedis,Unclassified
OTU4179,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU4180,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,Unclassified
OTU4181,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU4182,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Rhodopila,Unclassified
OTU4183,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
